Time (s) Run #1	Position (m) Run #1	Force (N) Run #1	Stress (MPa) Run #1	Strain Run #1	Time (s) Run #2	Position (m) Run #2	Force (N) Run #2	Stress (MPa) Run #2	Strain Run #2	Time (s) Run #3	Position (m) Run #3	Force (N) Run #3	Stress (MPa) Run #3	Strain Run #3	Time (s) Run #4	Position (m) Run #4	Force (N) Run #4	Stress (MPa) Run #4	Strain Run #4	Time (s) Run #5	Position (m) Run #5	Force (N) Run #5	Stress (MPa) Run #5	Strain Run #5	Time (s) Run #6	Position (m) Run #6	Force (N) Run #6	Stress (MPa) Run #6	Strain Run #6
										358.600	0.09264	11	13.75	2.65															
										358.800	0.09271	12	13.90	2.65															
										359.000	0.09277	12	13.96	2.65															
										359.200	0.09281	12	13.87	2.65															
										359.400	0.09285	11	13.78	2.65															
										359.600	0.09289	11	13.75	2.65															
										359.800	0.09294	11	13.81	2.66															
										360.000	0.09301	13	13.99	2.66															
										360.200	0.09306	12	13.96	2.66															
										360.400	0.09311	12	13.93	2.66															
										360.600	0.09316	11	13.84	2.66															
										360.800	0.09320	12	13.87	2.66															
										361.000	0.09325	11	13.84	2.66															
										361.200	0.09331	11	13.84	2.67															
										361.400	0.09335	12	13.87	2.67															
										361.600	0.09339	11	13.78	2.67															
										361.800	0.09344	11	13.75	2.67															
										362.000	0.09350	11	13.81	2.67															
										362.200	0.09356	12	13.87	2.67															
										362.400	0.09361	12	13.93	2.67															
										362.600	0.09366	11	13.84	2.68															
										362.800	0.09370	11	13.75	2.68															
										363.000	0.09375	11	13.81	2.68															
										363.200	0.09381	11	13.81	2.68															
										363.400	0.09385	11	13.81	2.68															
										363.600	0.09390	10	13.72	2.68															
										363.800	0.09395	11	13.75	2.68															
										364.000	0.09399	11	13.75	2.69															
										364.200	0.09403	10	13.72	2.69															
										364.400	0.09408	10	13.66	2.69															
										364.600	0.09412	9	13.60	2.69															
										364.800	0.09417	10	13.63	2.69															
										365.000	0.09422	10	13.69	2.69															
										365.200	0.09426	10	13.69	2.69															
										365.400	0.09431	10	13.72	2.69															
										365.600	0.09437	11	13.75	2.70															
										365.800	0.09443	12	13.87	2.70															
										366.000	0.09447	11	13.84	2.70															
										366.200	0.09450	10	13.72	2.70															
										366.400	0.09453	9	13.60	2.70															
										366.600	0.09457	9	13.60	2.70															
										366.800	0.09462	10	13.69	2.70															
										367.000	0.09467	10	13.69	2.70															
										367.200	0.09472	11	13.78	2.71															
										367.400	0.09477	11	13.75	2.71															
										367.600	0.09481	11	13.75	2.71															
										367.800	0.09486	11	13.75	2.71															
										368.000	0.09491	11	13.75	2.71															
										368.200	0.09494	11	13.75	2.71															
										368.400	0.09498	10	13.69	2.71															
										368.600	0.09502	10	13.66	2.71															
										368.800	0.09507	11	13.75	2.72															
										369.000	0.09511	10	13.69	2.72															
										369.200	0.09515	10	13.72	2.72															
										369.400	0.09520	11	13.78	2.72															
										369.600	0.09525	11	13.81	2.72															
										369.800	0.09529	11	13.78	2.72															
										370.000	0.09533	11	13.81	2.72															
										370.200	0.09538	11	13.78	2.73															
										370.400	0.09542	11	13.75	2.73															
										370.600	0.09547	11	13.78	2.73															
										370.800	0.09553	12	13.96	2.73															
										371.000	0.09558	12	13.96	2.73															
										371.200	0.09562	12	13.90	2.73															
										371.400	0.09567	12	13.87	2.73															
										371.600	0.09571	11	13.84	2.73															
										371.800	0.09575	11	13.84	2.74															
										372.000	0.09579	11	13.78	2.74															
										372.200	0.09583	11	13.84	2.74															
										372.400	0.09589	12	13.93	2.74															
										372.600	0.09593	11	13.84	2.74															
										372.800	0.09596	11	13.81	2.74															
										373.000	0.09601	11	13.84	2.74															
										373.200	0.09608	12	13.96	2.75															
										373.400	0.09613	13	13.99	2.75															
										373.600	0.09618	13	13.99	2.75															
										373.800	0.09622	12	13.96	2.75															
										374.000	0.09626	12	13.90	2.75															
										374.200	0.09630	12	13.90	2.75															
										374.400	0.09635	12	13.93	2.75															
										374.600	0.09639	12	13.87	2.75															
										374.800	0.09643	11	13.84	2.76															
										375.000	0.09647	11	13.84	2.76															
										375.200	0.09652	11	13.78	2.76															
										375.400	0.09656	11	13.84	2.76															
										375.600	0.09660	11	13.84	2.76															
										375.800	0.09665	11	13.84	2.76															
										376.000	0.09670	11	13.84	2.76															
										376.200	0.09674	11	13.84	2.76															
										376.400	0.09678	11	13.81	2.77															
										376.600	0.09681	10	13.72	2.77															
										376.800	0.09686	11	13.81	2.77															
										377.000	0.09691	11	13.84	2.77															
										377.200	0.09695	11	13.81	2.77															
										377.400	0.09700	11	13.84	2.77															
										377.600	0.09704	11	13.81	2.77															
										377.800	0.09709	12	13.87	2.77															
										378.000	0.09713	11	13.84	2.78															
										378.200	0.09718	12	13.90	2.78															
										378.400	0.09723	12	13.96	2.78															
										378.600	0.09727	12	13.90	2.78															
										378.800	0.09731	12	13.87	2.78															
										379.000	0.09736	12	13.93	2.78															
										379.200	0.09741	13	13.99	2.78															
										379.400	0.09745	12	13.93	2.78															
										379.600	0.09748	12	13.90	2.79															
										379.800	0.09752	11	13.84	2.79															
										380.000	0.09756	12	13.87	2.79															
										380.200	0.09760	12	13.90	2.79															
										380.400	0.09764	12	13.87	2.79															
										380.600	0.09768	11	13.84	2.79															
										380.800	0.09773	12	13.90	2.79															
										381.000	0.09780	13	14.11	2.79															
										381.200	0.09787	14	14.20	2.80															
										381.400	0.09792	14	14.23	2.80															
										381.600	0.09795	13	14.08	2.80															
										381.800	0.09799	13	14.02	2.80															
										382.000	0.09803	13	14.05	2.80															
										382.200	0.09808	13	14.02	2.80															
										382.400	0.09811	12	13.93	2.80															
										382.600	0.09815	12	13.87	2.80															
										382.800	0.09820	12	13.96	2.81															
										383.000	0.09825	13	14.05	2.81															
										383.200	0.09829	13	14.02	2.81															
										383.400	0.09833	13	13.99	2.81															
										383.600	0.09838	13	13.99	2.81															
										383.800	0.09842	13	13.99	2.81															
										384.000	0.09846	12	13.96	2.81															
										384.200	0.09850	12	13.93	2.81															
										384.400	0.09856	13	14.02	2.82															
										384.600	0.09862	13	14.08	2.82															
										384.800	0.09867	13	14.11	2.82															
										385.000	0.09871	13	14.11	2.82															
										385.200	0.09874	13	14.02	2.82															
										385.400	0.09878	13	13.99	2.82															
										385.600	0.09883	13	13.99	2.82															
										385.800	0.09887	12	13.96	2.82															
										386.000	0.09892	13	14.02	2.83															
										386.200	0.09897	13	14.02	2.83															
										386.400	0.09902	13	14.05	2.83															
										386.600	0.09907	13	14.02	2.83															
										386.800	0.09911	13	14.02	2.83															
										387.000	0.09915	13	13.99	2.83															
										387.200	0.09919	12	13.93	2.83															
										387.400	0.09923	12	13.93	2.84															
										387.600	0.09928	12	13.93	2.84															
										387.800	0.09933	13	13.99	2.84															
										388.000	0.09938	13	14.02	2.84															
										388.200	0.09944	13	14.08	2.84															
										388.400	0.09949	13	14.11	2.84															
										388.600	0.09953	13	14.05	2.84															
										388.800	0.09957	13	13.99	2.84															
										389.000	0.09961	12	13.93	2.85															
										389.200	0.09965	13	13.99	2.85															
										389.400	0.09970	13	13.99	2.85															
										389.600	0.09975	13	14.05	2.85															
										389.800	0.09981	13	14.11	2.85															
										390.000	0.09988	14	14.20	2.85															
										390.200	0.09993	14	14.17	2.86															
										390.400	0.09997	14	14.20	2.86															
										390.600	0.10002	13	14.11	2.86															
										390.800	0.10007	13	14.08	2.86															
										391.000	0.10013	14	14.17	2.86															
										391.200	0.10018	14	14.17	2.86															
										391.400	0.10022	14	14.14	2.86															
										391.600	0.10028	14	14.17	2.87															
										391.800	0.10034	14	14.20	2.87															
										392.000	0.10039	14	14.20	2.87															
										392.200	0.10044	14	14.20	2.87															
										392.400	0.10048	14	14.14	2.87															
										392.600	0.10052	13	14.08	2.87															
										392.800	0.10056	13	14.05	2.87															
										393.000	0.10060	13	14.02	2.87															
										393.200	0.10064	12	13.96	2.88															
										393.400	0.10068	12	13.93	2.88															
										393.600	0.10072	13	13.99	2.88															
										393.800	0.10077	13	14.02	2.88															
										394.000	0.10082	13	13.99	2.88															
										394.200	0.10087	14	14.14	2.88															
										394.400	0.10093	14	14.14	2.88															
										394.600	0.10099	14	14.17	2.89															
										394.800	0.10106	14	14.23	2.89															
										395.000	0.10112	15	14.29	2.89															
										395.200	0.10118	15	14.32	2.89															
										395.400	0.10123	15	14.26	2.89															
										395.600	0.10128	14	14.23	2.89															
										395.800	0.10132	14	14.17	2.89															
										396.000	0.10136	13	14.08	2.90															
										396.200	0.10141	13	14.02	2.90															
										396.400	0.10145	13	14.05	2.90															
										396.600	0.10151	13	14.02	2.90															
										396.800	0.10156	13	14.05	2.90															
										397.000	0.10160	13	13.99	2.90															
										397.200	0.10164	12	13.93	2.90															
										397.400	0.10168	12	13.90	2.91															
										397.600	0.10172	12	13.87	2.91															
										397.800	0.10177	12	13.96	2.91															
										398.000	0.10183	13	13.99	2.91															
										398.200	0.10187	13	13.99	2.91															
										398.400	0.10192	12	13.93	2.91															
										398.600	0.10198	13	14.05	2.91															
										398.800	0.10204	13	14.11	2.92															
										399.000	0.10210	14	14.17	2.92															
										399.200	0.10215	14	14.14	2.92															
										399.400	0.10219	13	14.05	2.92															
										399.600	0.10222	12	13.96	2.92															
										399.800	0.10227	13	13.99	2.92															
										400.000	0.10232	12	13.96	2.92															
										400.200	0.10237	12	13.96	2.92															
										400.400	0.10241	12	13.96	2.93															
										400.600	0.10246	12	13.93	2.93															
										400.800	0.10252	13	14.02	2.93															
										401.000	0.10258	13	14.08	2.93															
										401.200	0.10263	13	14.05	2.93															
										401.400	0.10269	13	14.02	2.93															
										401.600	0.10277	14	14.23	2.94															
										401.800	0.10284	15	14.35	2.94															
										402.000	0.10290	15	14.35	2.94															
										402.200	0.10295	14	14.23	2.94															
										402.400	0.10300	14	14.14	2.94															
										402.600	0.10304	13	14.05	2.94															
										402.800	0.10309	13	14.02	2.95															
										403.000	0.10314	13	14.02	2.95															
										403.200	0.10319	12	13.96	2.95															
										403.400	0.10323	12	13.96	2.95															
										403.600	0.10328	12	13.90	2.95															
										403.800	0.10332	11	13.84	2.95															
										404.000	0.10336	11	13.81	2.95															
										404.200	0.10340	11	13.78	2.95															
										404.400	0.10344	11	13.78	2.96															
										404.600	0.10349	11	13.75	2.96															
										404.800	0.10354	12	13.87	2.96															
										405.000	0.10360	12	13.93	2.96															
										405.200	0.10366	12	13.93	2.96															
										405.400	0.10372	13	14.11	2.96															
										405.600	0.10378	13	14.11	2.97															
										405.800	0.10381	13	14.02	2.97															
										406.000	0.10385	12	13.87	2.97															
										406.200	0.10389	11	13.81	2.97															
										406.400	0.10393	11	13.81	2.97															
										406.600	0.10398	11	13.78	2.97															
										406.800	0.10402	11	13.81	2.97															
										407.000	0.10406	11	13.75	2.97															
										407.200	0.10410	11	13.75	2.97															
										407.400	0.10414	11	13.75	2.98															
										407.600	0.10418	11	13.75	2.98															
										407.800	0.10423	11	13.78	2.98															
										408.000	0.10428	11	13.78	2.98															
										408.200	0.10433	11	13.84	2.98															
										408.400	0.10437	11	13.84	2.98															
										408.600	0.10442	11	13.81	2.98															
										408.800	0.10448	12	13.87	2.99															
										409.000	0.10455	13	14.02	2.99															
										409.200	0.10461	14	14.14	2.99															
										409.400	0.10466	13	14.08	2.99															
										409.600	0.10470	12	13.96	2.99															
										409.800	0.10474	12	13.96	2.99															
										410.000	0.10478	12	13.87	2.99															
										410.200	0.10482	12	13.87	2.99															
										410.400	0.10487	12	13.87	3.00															
										410.600	0.10491	12	13.90	3.00															
										410.800	0.10496	12	13.90	3.00															
										411.000	0.10501	12	13.90	3.00															
										411.200	0.10505	12	13.87	3.00															
										411.400	0.10509	11	13.84	3.00															
										411.600	0.10512	11	13.81	3.00															
										411.800	0.10517	11	13.81	3.00															
										412.000	0.10520	11	13.78	3.01															
										412.200	0.10526	12	13.90	3.01															
										412.400	0.10533	13	14.02	3.01															
										412.600	0.10540	14	14.17	3.01															
										412.800	0.10546	15	14.26	3.01															
										413.000	0.10551	14	14.23	3.01															
										413.200	0.10554	13	14.08	3.02															
										413.400	0.10557	13	13.99	3.02															
										413.600	0.10561	12	13.96	3.02															
										413.800	0.10565	12	13.96	3.02															
										414.000	0.10570	13	13.99	3.02															
										414.200	0.10574	12	13.93	3.02															
										414.400	0.10577	12	13.90	3.02															
										414.600	0.10581	12	13.87	3.02															
										414.800	0.10586	12	13.90	3.02															
										415.000	0.10590	12	13.90	3.03															
										415.200	0.10593	11	13.78	3.03															
										415.400	0.10596	11	13.81	3.03															
										415.600	0.10601	12	13.87	3.03															
										415.800	0.10605	12	13.90	3.03															
										416.000	0.10610	12	13.93	3.03															
										416.200	0.10616	13	14.08	3.03															
										416.400	0.10623	14	14.17	3.04															
										416.600	0.10629	14	14.23	3.04															
										416.800	0.10634	14	14.23	3.04															
										417.000	0.10639	14	14.20	3.04															
										417.200	0.10643	14	14.17	3.04															
										417.400	0.10649	14	14.23	3.04															
										417.600	0.10653	14	14.17	3.04															
										417.800	0.10658	14	14.14	3.05															
										418.000	0.10663	14	14.14	3.05															
										418.200	0.10668	13	14.11	3.05															
										418.400	0.10672	14	14.17	3.05															
										418.600	0.10676	13	14.05	3.05															
										418.800	0.10680	12	13.96	3.05															
										419.000	0.10684	12	13.96	3.05															
										419.200	0.10691	13	14.08	3.05															
										419.400	0.10697	14	14.17	3.06															
										419.600	0.10700	13	14.08	3.06															
										419.800	0.10705	13	14.08	3.06															
										420.000	0.10712	14	14.20	3.06															
										420.200	0.10719	15	14.26	3.06															
										420.400	0.10724	15	14.26	3.06															
										420.600	0.10728	14	14.23	3.07															
										420.800	0.10733	14	14.20	3.07															
										421.000	0.10738	14	14.17	3.07															
										421.200	0.10744	14	14.20	3.07															
										421.400	0.10751	15	14.35	3.07															
										421.600	0.10756	16	14.38	3.07															
										421.800	0.10760	14	14.20	3.07															
										422.000	0.10764	13	14.11	3.08															
										422.200	0.10768	13	14.11	3.08															
										422.400	0.10773	13	14.11	3.08															
										422.600	0.10778	14	14.14	3.08															
										422.800	0.10782	13	14.11	3.08															
										423.000	0.10788	13	14.11	3.08															
										423.200	0.10795	15	14.26	3.08															
										423.400	0.10801	15	14.32	3.09															
										423.600	0.10805	15	14.29	3.09															
										423.800	0.10809	14	14.20	3.09															
										424.000	0.10813	14	14.14	3.09															
										424.200	0.10818	13	14.11	3.09															
										424.400	0.10824	14	14.17	3.09															
										424.600	0.10833	16	14.41	3.10															
										424.800	0.10841	17	14.53	3.10															
										425.000	0.10847	16	14.47	3.10															
										425.200	0.10853	17	14.50	3.10															
										425.400	0.10860	17	14.53	3.10															
										425.600	0.10865	16	14.44	3.10															
										425.800	0.10871	16	14.38	3.11															
										426.000	0.10879	17	14.50	3.11															
										426.200	0.10887	17	14.56	3.11															
										426.400	0.10893	17	14.53	3.11															
										426.600	0.10899	16	14.44	3.11															
										426.800	0.10905	15	14.35	3.12															
										427.000	0.10912	16	14.38	3.12															
										427.200	0.10919	16	14.38	3.12															
										427.400	0.10925	15	14.32	3.12															
										427.600	0.10931	15	14.29	3.12															
										427.800	0.10936	14	14.23	3.12															
										428.000	0.10943	14	14.17	3.13															
										428.200	0.10948	14	14.17	3.13															
										428.400	0.10952	13	14.05	3.13															
										428.600	0.10960	14	14.14	3.13															
										428.800	0.10969	15	14.26	3.13															
										429.000	0.10976	15	14.32	3.14															
										429.200	0.10981	14	14.17	3.14															
										429.400	0.10986	13	14.11	3.14															
										429.600	0.10992	13	14.11	3.14															
										429.800	0.10999	13	14.11	3.14															
										430.000	0.11005	13	14.11	3.14															
										430.200	0.11012	13	14.11	3.15															
										430.400	0.11018	14	14.14	3.15															
										430.600	0.11023	13	14.11	3.15															
										430.800	0.11028	13	13.99	3.15															
										431.000	0.11036	13	14.05	3.15															
										431.200	0.11044	15	14.26	3.16															
										431.400	0.11051	15	14.29	3.16															
										431.600	0.11056	14	14.17	3.16															
										431.800	0.11060	13	14.02	3.16															
										432.000	0.11065	12	13.96	3.16															
										432.200	0.11070	12	13.90	3.16															
										432.400	0.11075	11	13.84	3.16															
										432.600	0.11080	12	13.90	3.17															
										432.800	0.11087	12	13.96	3.17															
										433.000	0.11093	13	14.02	3.17															
										433.200	0.11099	13	14.05	3.17															
										433.400	0.11103	12	13.93	3.17															
										433.600	0.11109	12	13.93	3.17															
										433.800	0.11115	12	13.96	3.18															
										434.000	0.11121	13	13.99	3.18															
										434.200	0.11129	13	14.05	3.18															
										434.400	0.11137	14	14.17	3.18															
										434.600	0.11142	14	14.14	3.18															
										434.800	0.11146	13	13.99	3.18															
										435.000	0.11150	12	13.87	3.19															
										435.200	0.11154	11	13.78	3.19															
										435.400	0.11160	11	13.78	3.19															
										435.600	0.11163	10	13.72	3.19															
										435.800	0.11168	11	13.75	3.19															
										436.000	0.11173	11	13.75	3.19															
										436.200	0.11179	11	13.81	3.19															
										436.400	0.11185	12	13.93	3.20															
										436.600	0.11191	13	13.99	3.20															
										436.800	0.11196	12	13.96	3.20															
										437.000	0.11202	12	13.90	3.20															
										437.200	0.11208	13	13.99	3.20															
										437.400	0.11216	14	14.14	3.20															
										437.600	0.11224	15	14.29	3.21															
										437.800	0.11231	15	14.29	3.21															
										438.000	0.11235	14	14.14	3.21															
										438.200	0.11239	12	13.96	3.21															
										438.400	0.11244	13	13.99	3.21															
										438.600	0.11249	13	13.99	3.21															
										438.800	0.11256	13	14.08	3.22															
										439.000	0.11263	14	14.14	3.22															
										439.200	0.11269	14	14.14	3.22															
										439.400	0.11276	14	14.17	3.22															
										439.600	0.11283	14	14.23	3.22															
										439.800	0.11287	14	14.17	3.22															
										440.000	0.11291	13	13.99	3.23															
										440.200	0.11295	12	13.93	3.23															
										440.400	0.11303	13	14.11	3.23															
										440.600	0.11311	15	14.26	3.23															
										440.800	0.11318	14	14.23	3.23															
										441.000	0.11324	15	14.26	3.24															
										441.200	0.11331	15	14.26	3.24															
										441.400	0.11340	16	14.38	3.24															
										441.600	0.11346	16	14.38	3.24															
										441.800	0.11350	14	14.17	3.24															
										442.000	0.11354	13	14.05	3.24															
										442.200	0.11359	12	13.96	3.25															
										442.400	0.11366	13	14.08	3.25															
										442.600	0.11374	14	14.17	3.25															
										442.800	0.11377	13	14.08	3.25															
										443.000	0.11381	12	13.93	3.25															
										443.200	0.11386	12	13.90	3.25															
										443.400	0.11392	13	13.99	3.25															
										443.600	0.11397	12	13.96	3.26															
										443.800	0.11403	12	13.96	3.26															
										444.000	0.11409	13	13.99	3.26															
										444.200	0.11416	13	14.08	3.26															
										444.400	0.11421	13	14.11	3.26															
										444.600	0.11426	13	14.02	3.26															
										444.800	0.11432	13	14.02	3.27															
										445.000	0.11438	13	14.05	3.27															
										445.200	0.11442	13	14.05	3.27															
										445.400	0.11447	12	13.96	3.27															
										445.600	0.11452	12	13.96	3.27															
										445.800	0.11458	13	14.02	3.27															
										446.000	0.11463	13	14.02	3.28															
										446.200	0.11470	13	14.11	3.28															
										446.400	0.11476	14	14.17	3.28															
										446.600	0.11480	13	14.11	3.28															
										446.800	0.11485	13	14.08	3.28															
										447.000	0.11490	13	14.05	3.28															
										447.200	0.11495	13	14.08	3.28															
										447.400	0.11500	13	14.05	3.29															
										447.600	0.11506	14	14.17	3.29															
										447.800	0.11512	14	14.20	3.29															
										448.000	0.11516	13	14.11	3.29															
										448.200	0.11521	13	14.08	3.29															
										448.400	0.11526	13	14.08	3.29															
										448.600	0.11530	13	14.05	3.29															
										448.800	0.11534	13	13.99	3.30															
										449.000	0.11538	13	14.02	3.30															
										449.200	0.11543	13	14.05	3.30															
										449.400	0.11545	11	13.84	3.30															
										449.600	0.11547	11	13.81	3.30															
										449.800	0.11552	12	13.93	3.30															
										450.000	0.11557	12	13.90	3.30															
										450.200	0.11561	13	14.02	3.30															
										450.400	0.11566	13	14.05	3.30															
										450.600	0.11571	13	14.08	3.31															
										450.800	0.11577	14	14.17	3.31															
										451.000	0.11585	16	14.38	3.31															
										451.200	0.11592	16	14.44	3.31															
										451.400	0.11599	17	14.53	3.31															
										451.600	0.11605	17	14.56	3.32															
										451.800	0.11610	17	14.50	3.32															
										452.000	0.11617	17	14.53	3.32															
										452.200	0.11624	18	14.62	3.32															
										452.400	0.11629	17	14.59	3.32															
										452.600	0.11636	17	14.53	3.32															
										452.800	0.11644	18	14.65	3.33															
										453.000	0.11651	18	14.65	3.33															
										453.200	0.11656	17	14.56	3.33															
										453.400	0.11661	16	14.47	3.33															
										453.600	0.11666	16	14.41	3.33															
										453.800	0.11672	16	14.38	3.33															
										454.000	0.11679	16	14.47	3.34															
										454.200	0.11687	17	14.50	3.34															
										454.400	0.11693	16	14.47	3.34															
										454.600	0.11699	16	14.41	3.34															
										454.800	0.11704	16	14.41	3.34															
										455.000	0.11710	15	14.32	3.35															
										455.200	0.11720	17	14.53	3.35															
										455.400	0.11729	18	14.62	3.35															
										455.600	0.11735	17	14.56	3.35															
										455.800	0.11742	16	14.44	3.35															
										456.000	0.11749	16	14.47	3.36															
										456.200	0.11756	16	14.44	3.36															
										456.400	0.11764	16	14.47	3.36															
										456.600	0.11769	16	14.41	3.36															
										456.800	0.11774	15	14.32	3.36															
										457.000	0.11782	15	14.32	3.37															
										457.200	0.11789	15	14.35	3.37															
										457.400	0.11792	14	14.14	3.37															
										457.600	0.11798	13	14.11	3.37															
										457.800	0.11807	15	14.26	3.37															
										458.000	0.11816	16	14.41	3.38															
										458.200	0.11824	16	14.44	3.38															
										458.400	0.11831	16	14.41	3.38															
										458.600	0.11838	15	14.35	3.38															
										458.800	0.11847	16	14.44	3.38															
										459.000	0.11853	15	14.32	3.39															
										459.200	0.11858	14	14.20	3.39															
										459.400	0.11863	13	14.11	3.39															
										459.600	0.11869	13	14.05	3.39															
										459.800	0.11875	13	14.02	3.39															
										460.000	0.11881	13	14.08	3.39															
										460.200	0.11886	13	13.99	3.40															
										460.400	0.11893	13	13.99	3.40															
										460.600	0.11899	12	13.96	3.40															
										460.800	0.11905	13	13.99	3.40															
										461.000	0.11911	13	14.02	3.40															
										461.200	0.11919	13	14.08	3.41															
										461.400	0.11928	15	14.29	3.41															
										461.600	0.11936	15	14.32	3.41															
										461.800	0.11943	15	14.26	3.41															
										462.000	0.11948	13	14.11	3.41															
										462.200	0.11954	13	14.08	3.42															
										462.400	0.11959	13	14.02	3.42															
										462.600	0.11963	12	13.93	3.42															
										462.800	0.11968	12	13.87	3.42															
										463.000	0.11978	13	14.08	3.42															
										463.200	0.11987	14	14.20	3.42															
										463.400	0.11994	14	14.17	3.43															
										463.600	0.11998	13	14.05	3.43															
										463.800	0.12003	12	13.96	3.43															
										464.000	0.12010	13	14.02	3.43															
										464.200	0.12019	14	14.17	3.43															
										464.400	0.12026	15	14.26	3.44															
										464.600	0.12033	14	14.20	3.44															
										464.800	0.12038	13	14.11	3.44															
										465.000	0.12044	13	14.11	3.44															
										465.200	0.12050	14	14.14	3.44															
										465.400	0.12055	13	14.02	3.44															
										465.600	0.12064	14	14.14	3.45															
										465.800	0.12072	15	14.26	3.45															
										466.000	0.12078	14	14.23	3.45															
										466.200	0.12084	14	14.14	3.45															
										466.400	0.12090	14	14.14	3.45															
										466.600	0.12097	14	14.20	3.46															
										466.800	0.12105	15	14.26	3.46															
										467.000	0.12110	13	14.11	3.46															
										467.200	0.12115	13	14.05	3.46															
										467.400	0.12121	13	14.02	3.46															
										467.600	0.12127	13	14.02	3.46															
										467.800	0.12132	13	13.99	3.47															
										468.000	0.12140	13	14.08	3.47															
										468.200	0.12149	15	14.26	3.47															
										468.400	0.12158	16	14.38	3.47															
										468.600	0.12166	16	14.38	3.48															
										468.800	0.12172	15	14.29	3.48															
										469.000	0.12178	14	14.20	3.48															
										469.200	0.12185	14	14.17	3.48															
										469.400	0.12193	14	14.17	3.48															
										469.600	0.12199	14	14.17	3.49															
										469.800	0.12205	13	14.05	3.49															
										470.000	0.12209	12	13.90	3.49															
										470.200	0.12213	11	13.84	3.49															
										470.400	0.12218	11	13.81	3.49															
										470.600	0.12223	11	13.78	3.49															
										470.800	0.12231	12	13.93	3.49															
										471.000	0.12240	13	14.05	3.50															
										471.200	0.12248	14	14.17	3.50															
										471.400	0.12256	14	14.17	3.50															
										471.600	0.12262	14	14.17	3.50															
										471.800	0.12268	13	14.02	3.51															
										472.000	0.12274	13	14.02	3.51															
										472.200	0.12280	13	13.99	3.51															
										472.400	0.12286	13	13.99	3.51															
										472.600	0.12292	13	13.99	3.51															
										472.800	0.12297	12	13.93	3.51															
										473.000	0.12303	12	13.96	3.52															
										473.200	0.12310	12	13.96	3.52															
										473.400	0.12317	13	14.05	3.52															
										473.600	0.12324	13	14.08	3.52															
										473.800	0.12329	13	13.99	3.52															
										474.000	0.12336	13	14.02	3.52															
										474.200	0.12342	13	14.05	3.53															
										474.400	0.12348	13	13.99	3.53															
										474.600	0.12355	13	14.02	3.53															
										474.800	0.12362	13	14.02	3.53															
										475.000	0.12368	13	14.02	3.53															
										475.200	0.12373	13	13.99	3.54															
										475.400	0.12378	12	13.93	3.54															
										475.600	0.12383	12	13.93	3.54															
										475.800	0.12390	12	13.93	3.54															
										476.000	0.12398	13	14.02	3.54															
										476.200	0.12404	13	14.05	3.54															
										476.400	0.12410	13	13.99	3.55															
										476.600	0.12414	12	13.87	3.55															
										476.800	0.12419	12	13.87	3.55															
										477.000	0.12424	12	13.87	3.55															
										477.200	0.12430	12	13.87	3.55															
										477.400	0.12436	12	13.87	3.55															
										477.600	0.12441	12	13.87	3.55															
										477.800	0.12446	11	13.84	3.56															
										478.000	0.12452	11	13.84	3.56															
										478.200	0.12458	12	13.87	3.56															
										478.400	0.12464	12	13.93	3.56															
										478.600	0.12469	11	13.81	3.56															
										478.800	0.12474	11	13.84	3.56															
										479.000	0.12479	11	13.84	3.57															
										479.200	0.12486	12	13.90	3.57															
										479.400	0.12493	12	13.96	3.57															
										479.600	0.12498	12	13.93	3.57															
										479.800	0.12504	12	13.93	3.57															
										480.000	0.12510	12	13.93	3.57															
										480.200	0.12516	12	13.96	3.58															
										480.400	0.12523	13	13.99	3.58															
										480.600	0.12530	13	14.02	3.58															
										480.800	0.12536	13	14.05	3.58															
										481.000	0.12543	13	14.11	3.58															
										481.200	0.12549	13	14.11	3.59															
										481.400	0.12555	13	14.11	3.59															
										481.600	0.12561	13	14.05	3.59															
										481.800	0.12568	13	14.08	3.59															
										482.000	0.12577	15	14.26	3.59															
										482.200	0.12584	15	14.32	3.60															
										482.400	0.12590	14	14.23	3.60															
										482.600	0.12596	14	14.17	3.60															
										482.800	0.12601	13	14.05	3.60															
										483.000	0.12607	13	14.02	3.60															
										483.200	0.12612	13	14.02	3.60															
										483.400	0.12618	12	13.93	3.61															
										483.600	0.12625	13	13.99	3.61															
										483.800	0.12632	13	14.05	3.61															
										484.000	0.12639	13	14.08	3.61															
										484.200	0.12646	14	14.14	3.61															
										484.400	0.12653	14	14.14	3.62															
										484.600	0.12660	14	14.14	3.62															
										484.800	0.12666	13	14.05	3.62															
										485.000	0.12673	13	14.08	3.62															
										485.200	0.12680	13	14.02	3.62															
										485.400	0.12687	13	14.02	3.62															
										485.600	0.12693	13	14.02	3.63															
										485.800	0.12699	13	14.02	3.63															
										486.000	0.12705	13	13.99	3.63															
										486.200	0.12712	12	13.93	3.63															
										486.400	0.12718	12	13.93	3.63															
										486.600	0.12724	12	13.96	3.64															
										486.800	0.12730	12	13.87	3.64															
										487.000	0.12736	12	13.90	3.64															
										487.200	0.12743	12	13.87	3.64															
										487.400	0.12747	11	13.81	3.64															
										487.600	0.12750	10	13.63	3.64															
										487.800	0.12752	8	13.45	3.64															
										488.000	0.12754	7	13.30	3.64															
										488.200	0.12757	7	13.27	3.64															
										488.400	0.12760	6	13.24	3.65															
										488.600	0.12764	6	13.24	3.65															
										488.800	0.12768	7	13.27	3.65															
